record_id,label,method,global_f1,global_sensitivity,global_ppv,global_lag_ms,local_f1,local_sensitivity,local_ppv,local_lag_ms,lag_iqr_ms,hr_mae_bpm
mimic_perform_non_af_008,Non-AF,neurokit_elgendi,0.9910378722174038,0.9884659746251442,0.9936231884057971,615.9999999999854,0.9893032668401271,0.9867358708189158,0.9918840579710145,615.9999999999854,1.9999999999953388,0.75
mimic_perform_non_af_009,Non-AF,current_scipy,0.9991467576791809,1.0,0.9982949701619779,624.0000000000236,0.9982935153583617,0.9991460290350128,0.9974424552429667,623.9999999999952,2.999999999989427,1.1
mimic_perform_non_af_009,Non-AF,neurokit_elgendi,0.9991467576791809,1.0,0.9982949701619779,631.9999999999482,0.9982935153583617,0.9991460290350128,0.9974424552429667,627.9999999999859,7.999999999938723,1.1
mimic_perform_non_af_010,Non-AF,current_scipy,0.9727958046542119,0.9718402095612312,0.973753280839895,728.0000000000655,0.970829236315962,0.9698755730189915,0.9717847769028871,735.99999999999,3.9999999999906777,1.65
mimic_perform_non_af_010,Non-AF,neurokit_elgendi,0.9775725593667547,0.9705304518664047,0.9847176079734219,735.99999999999,0.9755936675461743,0.9685658153241651,0.9827242524916944,735.99999999999,2.0000000000379714,1.4
mimic_perform_non_af_011,Non-AF,current_scipy,0.9982373678025852,0.9988242210464433,0.997651203758074,623.9999999999952,0.9970622796709754,0.9976484420928865,0.9964768056371109,624.0000000000094,2.000000000030923,0.5
mimic_perform_non_af_011,Non-AF,neurokit_elgendi,0.9988242210464433,0.9988242210464433,0.9988242210464433,624.0000000000236,0.9976484420928865,0.9976484420928865,0.9976484420928865,627.9999999999859,9.99999999994111,0.4
mimic_perform_non_af_012,Non-AF,current_scipy,0.35499650593990223,0.29364161849710985,0.44876325088339225,288.0000000000109,0.37456324248777073,0.30982658959537573,0.4734982332155477,283.9999999999918,48.99999999999949,29.9
mimic_perform_non_af_012,Non-AF,neurokit_elgendi,0.3735408560311284,0.30520231213872834,0.4813126709206928,272.0000000000482,0.3876901308807924,0.31676300578034683,0.4995442114858706,276.00000000001046,53.99999999989012,31.65
mimic_perform_non_af_013,Non-AF,current_scipy,0.9948213360952874,0.9943064182194618,0.9953367875647668,24.00000000000091,0.9948213360952874,0.9943064182194618,0.9953367875647668,24.00000000000091,2.8421709430404007e-11,0.5
mimic_perform_non_af_013,Non-AF,neurokit_elgendi,0.9950738916256158,0.9932712215320911,0.9968831168831169,24.00000000000091,0.9950738916256158,0.9932712215320911,0.9968831168831169,24.00000000000091,2.8421709430404007e-11,0.45
mimic_perform_non_af_014,Non-AF,current_scipy,0.19573052398114776,0.22570332480818414,0.1727851199216838,432.00000000001637,0.4108677571388966,0.47378516624040923,0.36270190895741555,511.99999999998624,194.0000000000457,23.95
mimic_perform_non_af_014,Non-AF,neurokit_elgendi,0.7915721231766613,0.780690537084399,0.8027613412228797,679.9999999999998,0.7857374392220421,0.7749360613810742,0.796844181459566,680.0000000000352,6.00000000004286,3.35
mimic_perform_non_af_015,Non-AF,current_scipy,0.9952502740226525,0.9992663242846662,0.9912663755458515,672.0000000000255,0.9930580928023385,0.9970652971386648,0.9890829694323144,672.0000000000255,2.0000000000237605,1.05
mimic_perform_non_af_015,Non-AF,neurokit_elgendi,0.9996330275229358,0.9992663242846662,1.0,672.0000000000255,0.9974311926605505,0.9970652971386648,0.9977973568281938,672.0000000000255,1.9999999999953388,0.55
mimic_perform_non_af_016,Non-AF,current_scipy,0.9907780979827089,0.9907780979827089,0.9907780979827089,671.999999999997,0.9861671469740634,0.9861671469740634,0.9861671469740634,343.9999999999941,629.9999999999493,0.7
mimic_perform_non_af_016,Non-AF,neurokit_elgendi,0.9930675909878682,0.9907780979827089,0.9953676896352056,672.0000000000041,0.7446562680531487,0.7429394812680116,0.7463810075275044,144.00000000000546,344.0000000000225,0.4
