bootstrap,RF_AC_window_auc,RF_AC_subject_auc,XGB_COSEN_AC_window_auc,XGB_COSEN_AC_subject_auc,delta_window,delta_subject
180,0.9791932082651579,0.9855072463768115,0.9827526447922262,0.9565217391304348,0.0035594365270683603,-0.02898550724637672
181,0.9808576858877229,0.9803921568627452,0.9842515767199345,0.9509803921568627,0.0033938908322115324,-0.02941176470588247
182,0.9701925297553667,0.9803921568627452,0.9713744829541506,0.9150326797385621,0.0011819531987838916,-0.06535947712418311
183,0.978620400568539,0.9803921568627451,0.9807946687245233,0.934640522875817,0.0021742681559842048,-0.04575163398692805
184,0.9951025567365701,1.0,0.9965509910945132,1.0,0.0014484343579430625,0.0
185,0.9687481810688462,0.9607843137254901,0.9727052364563559,0.934640522875817,0.003957055387509678,-0.02614379084967311
186,0.9796360709218005,0.9734848484848484,0.9815592545680883,0.9469696969696969,0.0019231836462878515,-0.02651515151515149
187,0.9939396283119352,1.0,0.9965677815433633,1.0,0.0026281532314281764,0.0
188,0.9567666408706544,0.9659863945578232,0.9635609342846589,0.9047619047619048,0.006794293414004504,-0.061224489795918435
189,0.9634916615007786,0.9736842105263158,0.9694792879390375,0.9111842105263157,0.005987626438258897,-0.06250000000000011
190,0.9780302109553761,0.9825174825174825,0.9799003782772815,0.9440559440559441,0.0018701673219053694,-0.038461538461538436
191,0.9774042420760317,0.9766666666666667,0.980494110887676,0.9533333333333334,0.003089868811644303,-0.023333333333333317
192,0.9788235748191836,0.9795918367346939,0.9828737441543697,0.9591836734693877,0.0040501693351860935,-0.020408163265306145
193,0.9408145619638261,0.9313725490196079,0.9459420702112119,0.8790849673202615,0.005127508247385837,-0.05228758169934633
194,0.9740811698614139,0.9869281045751633,0.9809615409890855,0.9673202614379085,0.006880371127671592,-0.019607843137254832
195,0.9738918615139528,0.993006993006993,0.9792432144127058,0.9440559440559441,0.005351352898752992,-0.04895104895104896
196,0.9882290768936128,1.0,0.991150531456478,0.98,0.002921454562865189,-0.020000000000000018
197,0.9817219700176899,0.9802631578947368,0.985729391886784,0.9342105263157895,0.0040074218690940855,-0.046052631578947345
198,0.9866227377190463,0.9933333333333333,0.9898925117303458,0.9600000000000001,0.0032697740112994644,-0.033333333333333215
199,0.9983020068124923,1.0,0.9979546400576893,1.0,-0.000347366754802958,0.0
200,0.9819696676367361,0.9855072463768116,0.984828353921287,0.9492753623188406,0.002858686284550882,-0.036231884057971064
201,0.9851381890790608,0.9967105263157895,0.9878168516306567,0.9605263157894737,0.0026786625515958784,-0.03618421052631582
202,0.9858173931039175,0.993421052631579,0.9885489745082325,0.9835526315789473,0.0027315814043150644,-0.009868421052631637
203,0.97828957782481,0.9795918367346939,0.9790175334713028,0.935374149659864,0.0007279556464928616,-0.04421768707482987
204,0.9857753716252373,0.9869281045751633,0.9869579115760064,0.9705882352941176,0.0011825399507691126,-0.016339869281045694
205,0.9696998993537344,0.9790209790209791,0.9740835866230868,0.9300699300699301,0.004383687269352454,-0.04895104895104896
206,0.9888105108049091,0.986013986013986,0.9901701645094348,0.9685314685314685,0.0013596537045257318,-0.0174825174825175
207,0.9780358411829633,0.9835526315789473,0.9792314765115893,0.9407894736842105,0.001195635328625988,-0.042763157894736836
208,0.9724561204380222,0.979020979020979,0.9749705192824987,0.9230769230769231,0.002514398844476462,-0.055944055944055826
209,0.9723630905967673,0.9795918367346939,0.9734982617005437,0.945578231292517,0.0011351711037763668,-0.03401360544217691
210,0.9841137131646985,0.993421052631579,0.9877126676393655,0.9671052631578947,0.00359895447466696,-0.026315789473684292
211,0.9891300099470987,1.0,0.9920999712726228,0.9931972789115646,0.002969961325524184,-0.006802721088435382
